workload,seed,method,segment_bytes,makespan_ns,valid_throughput_gbps,total_requested_bytes,total_valid_bytes,total_stale_bytes,total_wire_bytes,total_control_bytes,total_header_bytes,stale_mib_per_gib,control_header_overhead_pct,completed_valid_requests,rejected_requests,aborted_requests,rpe_events,extra_rtt,serialized_acquire_ns,pin_span_ratio_median,pin_span_ratio_p95,evict_attempts_queue,evict_attempts_xfer,evict_attempts_total,evict_fired,evict_blocked,queue_reclaim,n_requests
large_object,1009,Segmented-256,256,98943971.98509456,2.992295276407556,314572800,296069580,6708,296076288,9405984,18504768,0.0218359375,9.42687852125463,1164,36,66,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,Segmented-4096,4096,98835275.98509456,2.995586110819891,314572800,296069580,144948,296214528,732144,1157088,0.4718359375,0.6377918101302581,1164,36,66,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,Segmented-16384,16384,98830855.98509456,2.9957200820425203,314572800,296069580,579124,296648704,298448,289696,1.8851692708333334,0.19826279099469787,1164,36,66,66,0,0.0,0.0,0.0,36,66,102,102,0,Y,1200
large_object,1009,PROSE,0,98870111.98509456,3.086227069774145,314572800,305135616,0,305135616,153600,0,0.0,0.05033827319587628,1164,36,0,0,0,0.0,1.0,1.0,36,66,102,36,66,Y,1200
nominal,1000,NoCheck,0,23278090.190663952,3.152196095082966,78643200,73377105,5266095,78643200,153600,0,68.5689453125,0.1953125,1200,0,0,120,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,SharedRef,0,23278340.190663952,3.3783852008289132,78643200,78643200,0,78643200,230400,0,0.0,0.29296875,1200,0,0,0,1,250.0,2.9124327614941694,10.06907766946955,42,78,120,0,120,N,1200
nominal,1000,TwoPhase,0,23281617.190663952,3.3779096768044243,78643200,78643200,0,78643200,307200,0,0.0,0.390625,1200,0,0,0,1,3500.0,2.7254672094079595,9.902492406565546,42,78,120,0,120,N,1200
nominal,1000,GenOnly,0,23278117.190663952,3.152192438889732,78643200,73377105,2513583,75890688,153600,0,32.7289453125,0.2023963730569948,1158,42,0,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,RDMAKey,0,23278117.190663952,3.152192438889732,78643200,73377105,2513583,75890688,153600,0,32.7289453125,0.2023963730569948,1158,42,0,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,Segmented-64,64,23434681.139187768,3.1311330657406677,78643200,73377105,2351,73379456,9326032,18344864,0.030611979166666668,37.709322892772605,1158,42,78,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,Segmented-256,256,23281177.190663952,3.151778125267014,78643200,73377105,9647,73386752,2446936,4586672,0.12561197916666667,9.584302082206882,1158,42,78,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,Segmented-4096,4096,23278297.190663952,3.1521680644849224,78643200,73377105,146095,73523200,297200,287200,1.9022786458333334,0.7948511490250696,1158,42,78,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,Segmented-16384,16384,23278153.190663952,3.1521875639786137,78643200,73377105,613039,73990144,189728,72256,7.9822786458333335,0.35407959200620015,1158,42,78,78,0,0.0,0.0,0.0,42,78,120,120,0,Y,1200
nominal,1000,PROSE,0,23278117.190663952,3.2601729503465653,78643200,75890688,0,75890688,153600,0,0.0,0.2023963730569948,1158,42,0,0,0,0.0,1.0,1.0,42,78,120,42,78,Y,1200
